Feature,LOOCV AUC
shortA439,0.7349953831948292
shortA45,0.7303785780240074
shortA288,0.7276084949215142
shortA213,0.7266851338873499
shortA396,0.7248384118190212
shortA52,0.723915050784857
shortA359,0.7239150507848569
shortA121,0.7239150507848569
shortA487,0.7229916897506925
shortA244,0.7220683287165282
shortA112,0.7211449676823638
shortA289,0.7211449676823638
shortA420,0.7211449676823638
shortA422,0.7211449676823638
shortA58,0.7211449676823638
shortA55,0.7202216066481995
shortA268,0.7202216066481995
shortA180,0.7202216066481995
shortA255,0.7202216066481995
shortA376,0.7192982456140351
shortA246,0.7192982456140351
shortA528,0.7192982456140351
shortA286,0.7192982456140351
shortA469,0.7192982456140351
shortA198,0.7192982456140351
shortA327,0.7183748845798708
shortA90,0.7183748845798708
shortA267,0.7183748845798708
shortA30,0.7183748845798708
shortA247,0.7183748845798708
shortA411,0.7183748845798708
shortA257,0.7174515235457064
shortA214,0.7174515235457064
shortA164,0.7174515235457064
shortA120,0.7174515235457064
shortA523,0.7174515235457064
shortA40,0.7174515235457064
shortA290,0.7174515235457064
shortA59,0.7174515235457064
shortA280,0.7174515235457064
shortA28,0.7174515235457064
shortA281,0.7174515235457064
shortA291,0.7174515235457063
shortA284,0.7174515235457063
shortA212,0.716528162511542
shortA270,0.716528162511542
shortA177,0.716528162511542
shortA205,0.716528162511542
shortA119,0.716528162511542
shortA265,0.716528162511542
shortA118,0.716528162511542
shortA485,0.716528162511542
shortA159,0.716528162511542
shortA34,0.716528162511542
shortA42,0.716528162511542
shortA63,0.7165281625115419
shortA122,0.7156048014773777
shortA251,0.7156048014773777
shortA248,0.7156048014773777
shortA416,0.7156048014773777
shortA29,0.7156048014773777
shortA380,0.7156048014773777
shortA537,0.7156048014773777
shortA75,0.7156048014773776
shortA226,0.7156048014773776
shortA476,0.7146814404432134
shortA394,0.7146814404432134
shortA187,0.7146814404432134
shortA436,0.7146814404432134
shortA484,0.7146814404432134
shortA250,0.7146814404432134
shortA438,0.7146814404432134
shortA117,0.7146814404432134
shortA346,0.7146814404432134
shortA292,0.7146814404432134
shortA326,0.7146814404432134
shortA25,0.7146814404432134
shortA37,0.7146814404432134
shortA60,0.7146814404432132
shortA156,0.713758079409049
shortA210,0.713758079409049
shortA277,0.713758079409049
shortA501,0.713758079409049
shortA41,0.713758079409049
shortA314,0.713758079409049
shortA211,0.713758079409049
shortA13,0.713758079409049
shortA338,0.713758079409049
shortA173,0.7137580794090489
shortA142,0.7137580794090489
shortA432,0.7137580794090489
shortA377,0.7137580794090489
shortA36,0.7137580794090489
shortA378,0.7128347183748847
shortA129,0.7128347183748847
shortA536,0.7128347183748847
shortA54,0.7128347183748847
shortA526,0.7128347183748845
shortA216,0.7128347183748845
shortA332,0.7128347183748845
shortA521,0.7128347183748845
shortA315,0.7128347183748845
shortA296,0.7128347183748845
shortA452,0.7128347183748845
shortA466,0.7128347183748845
shortA433,0.7128347183748845
shortA27,0.7128347183748845
shortA429,0.7128347183748845
shortA294,0.7128347183748845
shortA515,0.7119113573407203
shortA262,0.7119113573407203
shortA415,0.7119113573407203
shortA486,0.7119113573407203
shortA534,0.7119113573407203
shortA362,0.7119113573407202
shortA386,0.7119113573407202
shortA401,0.7119113573407202
shortA519,0.7119113573407202
shortA325,0.7119113573407202
shortA256,0.7119113573407202
shortA181,0.7119113573407202
shortA481,0.7119113573407202
shortA32,0.7119113573407201
shortA195,0.710987996306556
shortA225,0.710987996306556
shortA189,0.710987996306556
shortA133,0.710987996306556
shortA385,0.710987996306556
shortA201,0.7109879963065558
shortA374,0.7109879963065558
shortA310,0.7109879963065558
shortA80,0.7109879963065558
shortA502,0.7109879963065558
shortA68,0.7109879963065558
shortA293,0.7109879963065558
shortA478,0.7109879963065558
shortA73,0.7109879963065558
shortA12,0.7109879963065558
shortA137,0.7109879963065558
shortA419,0.7109879963065558
shortA384,0.7109879963065558
shortA14,0.7109879963065558
shortA197,0.7109879963065558
shortA301,0.7109879963065558
shortA437,0.7109879963065558
shortA269,0.7100646352723916
shortA19,0.7100646352723915
shortA193,0.7100646352723915
longA439,0.7100646352723915
shortA21,0.7100646352723915
shortA11,0.7100646352723915
shortA287,0.7100646352723915
shortA482,0.7100646352723915
shortA31,0.7100646352723915
shortA79,0.7100646352723915
shortA448,0.7100646352723915
shortA89,0.7100646352723915
shortA408,0.7100646352723915
shortA372,0.7100646352723915
shortA100,0.7100646352723915
shortA493,0.7100646352723915
shortA57,0.7100646352723915
shortA405,0.7100646352723915
shortA161,0.7100646352723915
shortA395,0.7100646352723915
shortA240,0.7100646352723915
shortA324,0.7100646352723915
shortA238,0.7100646352723915
shortA308,0.7100646352723915
shortA82,0.7091412742382271
shortA347,0.7091412742382271
shortA491,0.7091412742382271
shortA236,0.7091412742382271
shortA237,0.7091412742382271
shortA479,0.7091412742382271
shortA285,0.7091412742382271
shortA2,0.7091412742382271
shortA435,0.7091412742382271
shortA3,0.7091412742382271
shortA96,0.7091412742382271
shortA166,0.7091412742382271
shortA480,0.7091412742382271
shortA224,0.7091412742382271
shortA443,0.7091412742382271
shortA56,0.7091412742382271
shortA15,0.7091412742382271
shortA176,0.7091412742382271
shortA175,0.7091412742382271
shortA297,0.7091412742382271
shortA125,0.7091412742382271
shortA134,0.7091412742382271
shortA49,0.709141274238227
shortA387,0.709141274238227
shortA231,0.7082179132040628
shortA328,0.7082179132040628
shortA304,0.7082179132040628
shortA341,0.7082179132040628
shortA425,0.7082179132040628
shortA381,0.7082179132040628
shortA38,0.7082179132040628
shortA87,0.7082179132040628
shortA16,0.7082179132040628
shortA541,0.7082179132040628
shortA446,0.7082179132040628
shortA168,0.7082179132040628
shortA81,0.7082179132040628
shortA512,0.7082179132040628
shortA105,0.7082179132040628
shortA511,0.7082179132040628
shortA47,0.7082179132040628
shortA440,0.7082179132040628
shortA102,0.7082179132040628
shortA382,0.7082179132040628
shortA398,0.7082179132040628
shortA33,0.7082179132040628
shortA152,0.7082179132040628
shortA199,0.7082179132040627
shortA171,0.7082179132040627
shortA390,0.7082179132040627
shortA356,0.7072945521698984
shortA124,0.7072945521698984
shortA367,0.7072945521698984
shortA449,0.7072945521698984
shortA477,0.7072945521698984
shortA128,0.7072945521698984
shortA130,0.7072945521698984
shortA538,0.7072945521698984
shortA141,0.7072945521698984
shortA517,0.7072945521698984
shortA91,0.7072945521698984
shortA98,0.7072945521698984
shortA92,0.7072945521698984
shortA43,0.7072945521698984
shortA200,0.7072945521698984
shortA239,0.7072945521698984
shortA35,0.7072945521698984
shortA413,0.7072945521698984
shortA391,0.7072945521698984
shortA185,0.7072945521698984
shortA389,0.7072945521698984
shortA318,0.7072945521698984
shortA182,0.7072945521698984
shortA174,0.7072945521698984
shortA215,0.7072945521698984
shortA311,0.7072945521698984
shortA498,0.7072945521698984
shortA470,0.7072945521698984
shortA379,0.7072945521698984
shortA276,0.7072945521698984
shortA162,0.7072945521698984
shortA155,0.7072945521698984
shortA539,0.7072945521698984
shortA165,0.7072945521698983
shortA451,0.7072945521698983
shortA444,0.7072945521698983
shortA113,0.7063711911357341
shortA348,0.7063711911357341
shortA352,0.7063711911357341
shortA241,0.7063711911357341
shortA399,0.7063711911357341
shortA179,0.7063711911357341
shortA111,0.7063711911357341
shortA227,0.7063711911357341
shortA163,0.7063711911357341
shortA472,0.7063711911357341
shortA76,0.7063711911357341
shortA298,0.7063711911357341
shortA453,0.7063711911357341
shortA258,0.7063711911357341
shortA295,0.7063711911357341
shortA249,0.7063711911357341
shortA123,0.7063711911357341
shortA317,0.706371191135734
shortA83,0.706371191135734
shortA53,0.706371191135734
shortA321,0.706371191135734
shortA114,0.706371191135734
shortA233,0.706371191135734
shortA527,0.706371191135734
shortA350,0.706371191135734
shortA126,0.706371191135734
shortA516,0.706371191135734
shortA353,0.706371191135734
shortA157,0.706371191135734
shortA169,0.706371191135734
shortA272,0.706371191135734
shortA423,0.7054478301015698
shortA7,0.7054478301015698
shortA358,0.7054478301015698
shortA475,0.7054478301015698
shortA172,0.7054478301015696
shortA245,0.7054478301015696
shortA145,0.7054478301015696
shortA6,0.7054478301015696
shortA354,0.7054478301015696
shortA132,0.7054478301015696
shortA323,0.7054478301015696
shortA254,0.7054478301015696
shortA69,0.7054478301015696
shortA535,0.7054478301015696
shortA74,0.7054478301015696
shortA397,0.7054478301015696
shortA320,0.7054478301015696
shortA9,0.7045244690674054
shortA178,0.7045244690674054
shortA183,0.7045244690674054
shortA217,0.7045244690674054
shortA329,0.7045244690674054
shortA307,0.7045244690674054
shortA417,0.7045244690674054
shortA483,0.7045244690674054
shortA39,0.7045244690674054
shortA50,0.7045244690674054
shortA371,0.7045244690674054
shortA266,0.7045244690674054
shortA260,0.7045244690674054
shortA412,0.7045244690674053
shortA357,0.7045244690674053
shortA473,0.7045244690674053
shortA86,0.7045244690674053
shortA116,0.7045244690674053
shortA222,0.7045244690674053
shortA190,0.7045244690674053
shortA46,0.7045244690674053
shortA61,0.7045244690674053
shortA404,0.7045244690674053
shortA499,0.7045244690674053
shortA5,0.7045244690674053
shortA530,0.7045244690674053
shortA299,0.7045244690674053
shortA407,0.703601108033241
shortA464,0.703601108033241
shortA51,0.703601108033241
shortA418,0.703601108033241
shortA131,0.703601108033241
shortA209,0.703601108033241
shortA64,0.7036011080332409
shortA524,0.7036011080332409
shortA531,0.7036011080332409
shortA369,0.7036011080332409
shortA505,0.7036011080332409
shortA403,0.7036011080332409
shortA78,0.7036011080332409
shortA319,0.7036011080332409
shortA365,0.7036011080332409
shortA221,0.7036011080332409
shortA489,0.7036011080332409
shortA303,0.7036011080332409
shortA18,0.7036011080332409
shortA275,0.7036011080332409
shortA330,0.7036011080332409
shortA343,0.7036011080332409
shortA242,0.7036011080332409
shortA375,0.7036011080332409
shortA340,0.7036011080332409
shortA494,0.7026777469990767
shortA235,0.7026777469990767
shortA223,0.7026777469990767
shortA77,0.7026777469990766
shortA540,0.7026777469990766
shortA23,0.7026777469990766
shortA85,0.7026777469990766
shortA474,0.7026777469990766
shortA351,0.7026777469990766
shortA533,0.7026777469990766
shortA99,0.7026777469990766
shortA103,0.7026777469990766
shortA447,0.7026777469990766
shortA135,0.7026777469990766
shortA445,0.7026777469990766
shortA146,0.7026777469990766
shortA313,0.7026777469990766
shortA393,0.7026777469990766
shortA460,0.7026777469990766
shortA232,0.7026777469990766
shortA414,0.7026777469990766
shortA253,0.7026777469990766
shortA421,0.7026777469990766
shortA309,0.7026777469990766
shortA392,0.7026777469990766
shortA458,0.7017543859649122
shortA409,0.7017543859649122
shortA192,0.7017543859649122
shortA455,0.7017543859649122
shortA26,0.7017543859649122
shortA97,0.7017543859649122
shortA108,0.7017543859649122
shortA441,0.7017543859649122
shortA151,0.7017543859649122
shortA503,0.7017543859649122
shortA196,0.7017543859649122
shortA203,0.7017543859649122
shortA243,0.7017543859649122
shortA495,0.7017543859649122
shortA273,0.7017543859649122
shortA342,0.700831024930748
shortA518,0.700831024930748
shortA465,0.7008310249307479
shortA471,0.7008310249307479
shortA463,0.7008310249307479
