Run,Seed,AUC
0,436858,0.84375
1,768277,0.828125
2,10664,0.8342391304347827
3,860016,0.7724184782608695
4,865292,0.8362771739130435
5,841848,0.8206521739130435
6,313147,0.8104619565217391
7,896678,0.8070652173913044
8,386308,0.7676630434782609
9,977048,0.8288043478260869
Average,NA,0.8349184782608696
